ticker,date,vol_6m,var_95_6m,risk_class,high_risk_alert
AAPL,2024-12-31,0.11501292920711137,1.8455,Low,False
JPM,2024-12-31,0.2434136478112924,5.65295,Medium,False
MSFT,2024-12-31,0.15295657539053373,6.190650000000001,Low,False
NVDA,2024-12-31,0.17890283787575856,4.672574999999999,Low,False
TSLA,2024-12-31,0.5968841383317196,6.92995,Medium,False
XOM,2024-12-31,0.14455388579211595,6.758700000000001,Low,False
