permno,ticker,comnam,date,ret,prc,vol,shrout,cfacpr,sector,market_cap,year,month,year_month,vol_6m,mean_ret_6m,sharpe_6m,vol_12m,mean_ret_12m,sharpe_12m,var_95_6m,var_99_6m,cum_ret,running_max,drawdown,drawdown_pct,max_dd_12m,is_peak,peak_id,months_since_peak,drawdown_duration,risk_class,high_risk_alert
14593,AAPL,APPLE INC,2018-11-30,-0.180709,178.58,9614243.0,4745398.0,4.0,Technology,847433.17484,2018,11,2018-11,0.4229905477393082,-0.0017240000000000588,-0.05135812163204342,0.3461218538192478,0.1289694545454545,0.3148297437536569,14.315125,17.319745,1.0708876607995375,1.3594682291675406,-0.21227459544583335,-21.227459544583336,-21.227459544583336,False,5,3,3,High,True
14593,AAPL,APPLE INC,2018-12-31,-0.116698,157.74001,8989251.0,4729803.0,4.0,Technology,746079.17251803,2018,12,2018-12,0.4546589519417824,-0.21628400000000003,-0.519695035126583,0.3537679207975965,0.0015239999999999698,-0.0522263295053562,16.470625,17.750845,0.9459172125595531,1.3594682291675406,-0.3042005747064955,-30.420057470649546,-30.420057470649546,False,5,4,4,High,True
14593,AAPL,APPLE INC,2019-01-31,0.055154,166.44,8286384.0,4715280.0,4.0,Technology,784811.2032000001,2019,1,2019-01,0.4628082922061791,-0.16194200000000003,-0.39312605902693215,0.35768019975442256,0.06731399999999997,0.13228017662840993,16.470625,17.750845,0.9980883305010626,1.3594682291675406,-0.26582445320385756,-26.582445320385755,-30.420057470649546,False,5,5,5,High,True
14593,AAPL,APPLE INC,2019-02-28,0.044701,173.14999,4728399.0,4715280.0,4.0,Technology,816450.6848472,2019,2,2019-02,0.32125980569065904,-0.47266600000000003,-1.5335438522750897,0.35406349667345877,0.044404999999999965,0.0689283143540434,16.470625,17.750845,1.0427038769627908,1.3594682291675406,-0.23300607208652308,-23.30060720865231,-30.420057470649546,False,5,6,6,Medium,False
14593,AAPL,APPLE INC,2019-03-29,0.097026,189.95,6509946.0,4715280.0,4.0,Technology,895667.436,2019,3,2019-03,0.3756495840306495,-0.262008,-0.7507209164831414,0.35849163868073686,0.19948199999999994,0.5006588177635067,16.470625,17.750845,1.1438732633289825,1.3594682291675406,-0.15858771923679005,-15.858771923679004,-30.420057470649546,False,5,7,7,High,True
14593,AAPL,APPLE COMPUTER INC,2019-04-30,0.056436,200.67,5069258.0,4601075.0,4.0,Technology,923297.72025,2019,4,2019-04,0.3906590977023318,-0.08818000000000001,-0.27691662791488164,0.3587323050911362,0.27093799999999996,0.6995132482876025,16.470625,17.750845,1.208428894818217,1.3594682291675406,-0.11110177575963759,-11.110177575963759,-30.420057470649546,False,5,8,8,High,True
14593,AAPL,APPLE INC,2019-05-31,-0.123735,175.07001,7394492.0,4601075.0,4.0,Technology,805510.24626075,2019,5,2019-05,0.3342106536015871,0.025767999999999985,0.017258576104147848,0.36347786912798175,0.012021999999999977,-0.021949066717982062,12.197574999999999,12.338315,1.0589039455178848,1.3594682291675406,-0.22108959753601887,-22.108959753601887,-30.420057470649546,False,5,9,9,High,True
14593,AAPL,APPLE COMPUTER INC,2019-06-28,0.130519,197.92,5161482.0,4531395.0,4.0,Technology,896853.6984,2019,6,2019-06,0.3047990069859153,0.5202019999999999,1.6410880236992182,0.3853792575032124,0.15195899999999998,0.34241334329961964,8.162600000000001,11.53132,1.1971110295829337,1.3594682291675406,-0.11942699071682245,-11.942699071682245,-30.420057470649546,False,5,10,10,Medium,False
14593,AAPL,APPLE INC,2019-07-31,0.076395,213.03999,4736504.0,4519180.0,4.0,Technology,962766.0620082,2019,7,2019-07,0.30823412513217946,0.562684,1.7606227077137606,0.3904856726649985,0.20037099999999997,0.46191451473494144,8.162600000000001,11.53132,1.2885643266879219,1.3594682291675406,-0.05215561567263413,-5.215561567263413,-30.420057470649546,False,5,11,11,Medium,False
14593,AAPL,APPLE COMPUTER INC,2019-08-30,-0.01657,208.74001,6836722.0,4519180.0,4.0,Technology,943333.6783918,2019,8,2019-08,0.3211859764416872,0.44014200000000003,1.3080957165521787,0.33576860028245104,-0.016262000000000013,-0.10799699545906363,9.694374999999999,11.837675,1.2672128157947031,1.3594682291675406,-0.06786139712093849,-6.786139712093848,-30.420057470649546,False,5,12,12,Medium,False
14593,AAPL,APPLE COMPUTER INC,2019-09-30,0.072962,223.97,5472803.0,4443236.0,4.0,Technology,995151.56692,2019,9,2019-09,0.3120064308676987,0.392014,1.192327988129663,0.34367523101521824,0.06500299999999999,0.1309463002819869,9.694374999999999,11.837675,1.3596711972607163,1.3596711972607163,0.0,0.0,-30.420057470649546,True,6,0,0,Medium,False
14593,AAPL,APPLE COMPUTER INC,2019-10-31,0.110684,248.75999,6227831.0,4443265.0,4.0,Technology,1105306.55696735,2019,10,2019-10,0.3307910312212229,0.50051,1.452608912116029,0.3563482928253557,0.206165,0.5224242791342302,9.694374999999999,11.837675,1.5101650440583214,1.5101650440583214,0.0,0.0,-30.420057470649546,True,7,0,0,High,True
14593,AAPL,APPLE COMPUTER INC,2019-11-29,0.077424,267.25,4495545.0,4443265.0,4.0,Technology,1187462.57125,2019,11,2019-11,0.1749451168521147,0.902828,5.04631404342812,0.2866453836039481,0.464298,1.549991820603946,-0.5812999999999999,1.20934,1.6270880624294928,1.6270880624294928,0.0,0.0,-30.420057470649546,True,8,0,0,Low,False
14593,AAPL,APPLE INC,2019-12-31,0.098784,293.64999,5984993.0,4384959.0,4.0,Technology,1287643.16650041,2019,12,2019-12,0.15555968231003836,0.839358,5.267161695322685,0.23567531308676656,0.6797799999999999,2.7995295364563466,-0.5812999999999999,1.20934,1.7878183295885277,1.7878183295885277,0.0,0.0,-26.582445320385755,True,9,0,0,Low,False
14593,AAPL,APPLE COMPUTER INC,2020-01-31,0.05401,309.51001,7346625.0,4375480.0,4.0,Technology,1354254.8585548,2020,1,2020-01,0.15655067161274033,0.7945880000000001,4.947842075798306,0.23568600253418837,0.678636,2.7945486491267504,-0.10749999999999996,1.3041,1.8843783975696038,1.8843783975696038,0.0,0.0,-23.30060720865231,True,10,0,0,Low,False
14593,AAPL,APPLE COMPUTER INC,2020-02-28,-0.11431,273.35999,7538341.0,4375480.0,4.0,Technology,1196081.1690452,2020,2,2020-02,0.2871469816494682,0.599108,2.016765061131446,0.29145195299568677,0.519625,1.7142619730786088,7.222999999999999,10.5894,1.6689751029434223,1.8843783975696038,-0.11431000000000002,-11.431000000000003,-22.108959753601887,False,10,1,1,Medium,False
14593,AAPL,APPLE COMPUTER INC,2020-03-31,-0.069762,254.28999,15678412.0,4323987.0,4.0,Technology,1099546.61099013,2020,3,2020-03,0.3277377743818983,0.31366000000000005,0.8960212186521138,0.3053068717963795,0.352837,1.0901719900427966,10.3173,11.20826,1.5525440618118833,1.8843783975696038,-0.17609750578000002,-17.609750578000003,-22.108959753601887,False,10,2,2,High,True
14593,AAPL,APPLE INC,2020-04-30,0.155374,293.79999,8151167.0,4334335.0,4.0,Technology,1273427.5796566498,2020,4,2020-04,0.35992013142473717,0.40304000000000006,1.0642361083936687,0.32990372382519006,0.45177500000000004,1.3087909254058305,10.3173,11.20826,1.7937690428718431,1.8843783975696038,-0.0480844796430616,-4.80844796430616,-22.108959753601887,False,10,3,3,High,True
14593,AAPL,APPLE COMPUTER INC,2020-05-29,0.084956,317.94,7011777.0,4334335.0,4.0,Technology,1378058.4699,2020,5,2020-05,0.3622717770779282,0.41810400000000003,1.098909783177407,0.28090317175658436,0.660466,2.2800240951177067,10.3173,11.20826,1.9461604856780634,1.9461604856780634,0.0,0.0,-17.609750578000003,True,11,0,0,High,True
14593,AAPL,APPLE COMPUTER INC,2020-06-30,0.147386,364.79999,8095231.0,4283939.0,4.0,Technology,1562780.90436061,2020,6,2020-06,0.38843551958903044,0.5153080000000001,1.2751357046957035,0.28630196055896845,0.677333,2.2959430620616086,10.3173,11.20826,2.2329972950202106,2.2329972950202106,0.0,0.0,-17.609750578000003,True,12,0,0,High,True
14593,AAPL,APPLE COMPUTER INC,2020-07-31,0.165132,425.04001,7543023.0,4275634.0,4.0,Technology,1817315.51811634,2020,7,2020-07,0.42600667209798493,0.7375520000000001,1.6843679852858207,0.3061138029016482,0.76607,2.43723083679342,10.3173,11.20826,2.6017366043414882,2.6017366043414882,0.0,0.0,-17.609750578000003,True,13,0,0,High,True
