permno,ticker,comnam,date,ret,prc,vol,shrout,cfacpr,sector,market_cap,year,month,year_month
47896,JPM,JPMORGAN CHASE & CO,2019-06-28,0.055115,111.8,2482149.0,3243973.0,1.0,Financials,362676.1814,2019,6,2019-06
47896,JPM,JPMORGAN CHASE & CO,2019-07-31,0.044723,116.0,2320583.0,3243973.0,1.0,Financials,376300.868,2019,7,2019-07
47896,JPM,JPMORGAN CHASE & CO,2019-08-30,-0.052931,109.86,2595254.0,3197485.0,1.0,Financials,351275.7021,2019,8,2019-08
47896,JPM,JPMORGAN CHASE & CO,2019-09-30,0.071273,117.69,2309563.0,3197485.0,1.0,Financials,376312.00964999996,2019,9,2019-09
47896,JPM,J P MORGAN CHASE & CO,2019-10-31,0.06908,124.92,2633900.0,3197485.0,1.0,Financials,399429.8262,2019,10,2019-10
47896,JPM,JPMORGAN CHASE & CO,2019-11-29,0.054755,131.75999,1912930.0,3136485.0,1.0,Financials,413263.23223515,2019,11,2019-11
47896,JPM,JPMORGAN CHASE & CO,2019-12-31,0.057984,139.39999,2133099.0,3136485.0,1.0,Financials,437225.97763515,2019,12,2019-12
47896,JPM,JPMORGAN CHASE & CO,2020-01-31,-0.044046,132.36,2481211.0,3136485.0,1.0,Financials,415145.1546,2020,1,2020-01
47896,JPM,JPMORGAN CHASE & CO,2020-02-28,-0.122771,116.11,2407384.0,3073977.0,1.0,Financials,356919.46946999995,2020,2,2020-02
47896,JPM,J P MORGAN CHASE & CO,2020-03-31,-0.224615,90.03,7343756.0,3073977.0,1.0,Financials,276750.14931,2020,3,2020-03
47896,JPM,J P MORGAN CHASE & CO,2020-04-30,0.073642,95.76,5320167.0,3046537.0,1.0,Financials,291736.38312,2020,4,2020-04
47896,JPM,JPMORGAN CHASE & CO,2020-05-29,0.016186,97.31,4979266.0,3047023.0,1.0,Financials,296505.80813,2020,5,2020-05
47896,JPM,JPMORGAN CHASE & CO,2020-06-30,-0.033398,94.06,5360464.0,3047023.0,1.0,Financials,286602.98338,2020,6,2020-06
47896,JPM,JPMORGAN CHASE & CO,2020-07-31,0.036998,96.64,4326558.0,3047023.0,1.0,Financials,294464.30272000004,2020,7,2020-07
47896,JPM,JPMORGAN CHASE & CO,2020-08-31,0.036734,100.19,3198138.0,3047604.0,1.0,Financials,305339.44476,2020,8,2020-08
47896,JPM,JPMORGAN CHASE & CO,2020-09-30,-0.039126,96.27,3907279.0,3047604.0,1.0,Financials,293392.83707999997,2020,9,2020-09
47896,JPM,JPMORGAN CHASE & CO,2020-10-30,0.027735,98.04,3253845.0,3047604.0,1.0,Financials,298787.09616,2020,10,2020-10
47896,JPM,JPMORGAN CHASE & CO,2020-11-30,0.202366,117.88,3338176.0,3048203.0,1.0,Financials,359322.16964,2020,11,2020-11
47896,JPM,JPMORGAN CHASE & CO,2020-12-31,0.077961,127.07,2741746.0,3048203.0,1.0,Financials,387335.15521,2020,12,2020-12
47896,JPM,JPMORGAN CHASE & CO,2021-01-29,0.019674,128.67,3185968.0,3048203.0,1.0,Financials,392212.28001,2021,1,2021-01
47896,JPM,J P MORGAN CHASE & CO,2021-02-26,0.143779,147.17,2292717.0,3051506.0,1.0,Financials,449090.13801999995,2021,2,2021-02
47896,JPM,J P MORGAN CHASE & CO,2021-03-31,0.034382,152.23,3994191.0,3051506.0,1.0,Financials,464530.75838,2021,3,2021-03
47896,JPM,JPMORGAN CHASE & CO,2021-04-30,0.016291,153.81,2886951.0,3032108.0,1.0,Financials,466368.53148,2021,4,2021-04
47896,JPM,J P MORGAN CHASE & CO,2021-05-28,0.067811,164.24001,2489636.0,3027128.0,1.0,Financials,497175.53299128,2021,5,2021-05
47896,JPM,JPMORGAN CHASE & CO,2021-06-30,-0.052971,155.53999,3567235.0,3027328.0,1.0,Financials,470870.56684672,2021,6,2021-06
47896,JPM,JPMORGAN CHASE & CO,2021-07-30,-0.018388,151.78,2805788.0,3027328.0,1.0,Financials,459487.84384,2021,7,2021-07
47896,JPM,JPMORGAN CHASE & CO,2021-08-31,0.053828,159.95,2080949.0,2988155.0,1.0,Financials,477955.3922499999,2021,8,2021-08
47896,JPM,J P MORGAN CHASE & CO,2021-09-30,0.023382,163.69,2348077.0,2988155.0,1.0,Financials,489131.09195,2021,9,2021-09
47896,JPM,JPMORGAN CHASE & CO,2021-10-29,0.043986,169.89,2316849.0,2988155.0,1.0,Financials,507657.65294999996,2021,10,2021-10
47896,JPM,JPMORGAN CHASE & CO,2021-11-30,-0.065101,158.83,2035090.0,2955266.0,1.0,Financials,469384.89878000005,2021,11,2021-11
47896,JPM,JPMORGAN CHASE & CO,2021-12-31,-0.003022,158.35001,2520291.0,2955266.0,1.0,Financials,467966.40065266,2021,12,2021-12
47896,JPM,JPMORGAN CHASE & CO,2022-01-31,-0.055257,148.60001,3740206.0,2955266.0,1.0,Financials,439152.55715266004,2022,1,2022-01
47896,JPM,JPMORGAN CHASE & CO,2022-02-28,-0.04576,141.8,2887311.0,2952809.0,1.0,Financials,418708.31620000006,2022,2,2022-02
47896,JPM,JPMORGAN CHASE & CO,2022-03-31,-0.038646,136.32001,3908044.0,2952809.0,1.0,Financials,402526.95240809,2022,3,2022-03
47896,JPM,JPMORGAN CHASE & CO,2022-04-29,-0.117078,119.36,3036616.0,2952809.0,1.0,Financials,352447.28224000003,2022,4,2022-04
47896,JPM,JPMORGAN CHASE & CO,2022-05-31,0.107825,132.23,3136305.0,2937050.0,1.0,Financials,388366.12149999995,2022,5,2022-05
47896,JPM,JPMORGAN CHASE & CO,2022-06-30,-0.148378,112.61,2682443.0,2937050.0,1.0,Financials,330741.2005,2022,6,2022-06
47896,JPM,J P MORGAN CHASE & CO,2022-07-29,0.033301,115.36,2395667.0,2937050.0,1.0,Financials,338818.088,2022,7,2022-07
47896,JPM,J P MORGAN CHASE & CO,2022-08-31,-0.01413,113.73,2584371.0,2932572.0,1.0,Financials,333521.41356,2022,8,2022-08
47896,JPM,JPMORGAN CHASE & CO,2022-09-30,-0.081157,104.5,2485607.0,2932572.0,1.0,Financials,306453.774,2022,9,2022-09
47896,JPM,JPMORGAN CHASE & CO,2022-10-31,0.214163,125.88,3182347.0,2932572.0,1.0,Financials,369152.16336,2022,10,2022-10
47896,JPM,JPMORGAN CHASE & CO,2022-11-30,0.097712,138.17999,2266346.0,2933205.0,1.0,Financials,405310.23756795,2022,11,2022-11
47896,JPM,JPMORGAN CHASE & CO,2022-12-30,-0.029527,134.10001,2020517.0,2933205.0,1.0,Financials,393342.81983204995,2022,12,2022-12
47896,JPM,JPMORGAN CHASE & CO,2023-01-31,0.051156,139.96001,2099652.0,2933205.0,1.0,Financials,410531.40113205,2023,1,2023-01
47896,JPM,J P MORGAN CHASE & CO,2023-02-28,0.024221,143.35001,1695656.0,2943355.0,1.0,Financials,421929.96868355,2023,2,2023-02
47896,JPM,JPMORGAN CHASE & CO,2023-03-31,-0.090966,130.31,4585030.0,2943355.0,1.0,Financials,383548.59005,2023,3,2023-03
47896,JPM,JPMORGAN CHASE & CO,2023-04-28,0.068529,138.24001,2428653.0,2943355.0,1.0,Financials,406889.42463355005,2023,4,2023-04
47896,JPM,J P MORGAN CHASE & CO,2023-05-31,-0.018302,135.71001,2353121.0,2922289.0,1.0,Financials,396583.86941289,2023,5,2023-05
47896,JPM,JPMORGAN CHASE & CO,2023-06-30,0.071697,145.44,2077501.0,2922289.0,1.0,Financials,425017.71216,2023,6,2023-06
47896,JPM,J P MORGAN CHASE & CO,2023-07-31,0.092959,157.96001,2312748.0,2922289.0,1.0,Financials,461604.79966289003,2023,7,2023-07
47896,JPM,J P MORGAN CHASE & CO,2023-08-31,-0.073626,146.33,1693183.0,2906085.0,1.0,Financials,425247.41805000004,2023,8,2023-08
47896,JPM,JPMORGAN CHASE & CO,2023-09-29,-0.008952,145.02,1722474.0,2906085.0,1.0,Financials,421440.44670000003,2023,9,2023-09
47896,JPM,JPMORGAN CHASE & CO,2023-10-31,-0.033857,139.06,2440733.0,2906085.0,1.0,Financials,404120.1801,2023,10,2023-10
47896,JPM,J P MORGAN CHASE & CO,2023-11-30,0.122393,156.08,1621980.0,2891008.0,1.0,Financials,451228.52864000003,2023,11,2023-11
47896,JPM,JPMORGAN CHASE & CO,2023-12-29,0.089826,170.10001,1847691.0,2891008.0,1.0,Financials,491760.48971008,2023,12,2023-12
47896,JPM,JPMORGAN CHASE & CO,2024-01-31,0.031217,174.36,2316568.0,2891008.0,1.0,Financials,504076.15488000005,2024,1,2024-01
47896,JPM,JPMORGAN CHASE & CO,2024-02-29,0.067103,186.06,1547358.0,2880371.0,1.0,Financials,535921.82826,2024,2,2024-02
47896,JPM,JPMORGAN CHASE & CO,2024-03-28,0.076535,200.3,1662563.0,2880371.0,1.0,Financials,576938.3113000001,2024,3,2024-03
47896,JPM,JPMORGAN CHASE & CO,2024-04-30,-0.036995,191.74001,2247794.0,2880371.0,1.0,Financials,552282.36434371,2024,4,2024-04
47896,JPM,J P MORGAN CHASE & CO,2024-05-31,0.056796,202.63,1959024.0,2871668.0,1.0,Financials,581886.08684,2024,5,2024-05
47896,JPM,JPMORGAN CHASE & CO,2024-06-28,-0.001826,202.25999,1749021.0,2871668.0,1.0,Financials,580823.5409633201,2024,6,2024-06
47896,JPM,JPMORGAN CHASE & CO,2024-07-31,0.057797,212.8,1974561.0,2871668.0,1.0,Financials,611090.9504,2024,7,2024-07
47896,JPM,J P MORGAN CHASE & CO,2024-08-30,0.056391,224.8,1724367.0,2845165.0,1.0,Financials,639593.092,2024,8,2024-08
47896,JPM,J P MORGAN CHASE & CO,2024-09-30,-0.062011,210.86,2064934.0,2845165.0,1.0,Financials,599931.4919000001,2024,9,2024-09
47896,JPM,J P MORGAN CHASE & CO,2024-10-31,0.05838,221.92,1783391.0,2815340.0,1.0,Financials,624780.2527999999,2024,10,2024-10
47896,JPM,J P MORGAN CHASE & CO,2024-11-29,0.12527,249.72,1888522.0,2815340.0,1.0,Financials,703046.7048,2024,11,2024-11
47896,JPM,JPMORGAN CHASE & CO,2024-12-31,-0.040085,239.71001,1812671.0,2815340.0,1.0,Financials,674865.1795534,2024,12,2024-12
10107,MSFT,MICROSOFT CORP,2018-01-31,0.110708,95.01,5744603.0,7699793.0,1.0,Technology,731557.33293,2018,1,2018-01
10107,MSFT,MICROSOFT CORP,2018-02-28,-0.008631,93.77,7257085.0,7699793.0,1.0,Technology,722009.58961,2018,2,2018-02
10107,MSFT,MICROSOFT CORP,2018-03-29,-0.026661,91.27,7507195.0,7690000.0,1.0,Technology,701866.3,2018,3,2018-03
10107,MSFT,MICROSOFT CORP,2018-04-30,0.024652,93.52,6699236.0,7683198.0,1.0,Technology,718532.67696,2018,4,2018-04
10107,MSFT,MICROSOFT CORP,2018-05-31,0.061377,98.84,5091267.0,7683198.0,1.0,Technology,759407.29032,2018,5,2018-05
10107,MSFT,MICROSOFT CORP,2018-06-29,-0.002327,98.61,6018073.0,7677000.0,1.0,Technology,757028.97,2018,6,2018-06
10107,MSFT,MICROSOFT CORP,2018-07-31,0.075753,106.08,5679044.0,7668217.0,1.0,Technology,813444.45936,2018,7,2018-07
10107,MSFT,MICROSOFT CORP,2018-08-31,0.062877,112.33,4565661.0,7668217.0,1.0,Technology,861370.81561,2018,8,2018-08
10107,MSFT,MICROSOFT CORP,2018-09-28,0.018161,114.37,4799331.0,7680000.0,1.0,Technology,878361.6,2018,9,2018-09
10107,MSFT,MICROSOFT CORP,2018-10-31,-0.066101,106.81,9279623.0,7676219.0,1.0,Technology,819896.95139,2018,10,2018-10
10107,MSFT,MICROSOFT CORP,2018-11-30,0.042505,110.89,7199533.0,7676219.0,1.0,Technology,851215.92491,2018,11,2018-11
10107,MSFT,MICROSOFT CORP,2018-12-31,-0.084047,101.57,9443269.0,7683000.0,1.0,Technology,780362.31,2018,12,2018-12
10107,MSFT,MICROSOFT CORP,2019-01-31,0.028158,104.43,7140356.0,7672213.0,1.0,Technology,801209.20359,2019,1,2019-01
10107,MSFT,MICROSOFT CORP,2019-02-28,0.077181,112.03,4688757.0,7672213.0,1.0,Technology,859518.0223899999,2019,2,2019-02
10107,MSFT,MICROSOFT CORP,2019-03-29,0.052754,117.94,5893465.0,7666000.0,1.0,Technology,904128.04,2019,3,2019-03
10107,MSFT,MICROSOFT CORP,2019-04-30,0.107343,130.60001,4330694.0,7662818.0,1.0,Technology,1000764.1074281799,2019,4,2019-04
10107,MSFT,MICROSOFT CORP,2019-05-31,-0.049464,123.68,5472320.0,7662818.0,1.0,Technology,947737.33024,2019,5,2019-05
10107,MSFT,MICROSOFT CORP,2019-06-28,0.083118,133.96001,5077693.0,7643000.0,1.0,Technology,1023856.35643,2019,6,2019-06
10107,MSFT,MICROSOFT CORP,2019-07-31,0.017244,136.27,4835534.0,7635409.0,1.0,Technology,1040477.18443,2019,7,2019-07
10107,MSFT,MICROSOFT CORP,2019-08-30,0.015044,137.86,5853810.0,7635409.0,1.0,Technology,1052617.4847400002,2019,8,2019-08
10107,MSFT,MICROSOFT CORP,2019-09-30,0.008487,139.03,4777427.0,7634000.0,1.0,Technology,1061355.02,2019,9,2019-09
10107,MSFT,MICROSOFT CORP,2019-10-31,0.031216,143.37,5627182.0,7628806.0,1.0,Technology,1093741.91622,2019,10,2019-10
10107,MSFT,MICROSOFT CORP,2019-11-29,0.059427,151.38,3930340.0,7628806.0,1.0,Technology,1154848.65228,2019,11,2019-11
10107,MSFT,MICROSOFT CORP,2019-12-31,0.041749,157.7,4520222.0,7611000.0,1.0,Technology,1200254.7,2019,12,2019-12
10107,MSFT,MICROSOFT CORP,2020-01-31,0.079455,170.23,5588346.0,7606047.0,1.0,Technology,1294777.38081,2020,1,2020-01
10107,MSFT,MICROSOFT CORP,2020-02-28,-0.045292,162.00999,8865959.0,7606047.0,1.0,Technology,1232255.59840953,2020,2,2020-02
10107,MSFT,MICROSOFT CORP,2020-03-31,-0.026542,157.71001,16102468.0,7590000.0,1.0,Technology,1197018.9759000002,2020,3,2020-03
10107,MSFT,MICROSOFT CORP,2020-04-30,0.136326,179.21001,9846428.0,7583440.0,1.0,Technology,1359028.3582344,2020,4,2020-04
10107,MSFT,MICROSOFT CORP,2020-05-29,0.025389,183.25,6880424.0,7583440.0,1.0,Technology,1389665.38,2020,5,2020-05
10107,MSFT,MICROSOFT CORP,2020-06-30,0.110559,203.50999,7637969.0,7571000.0,1.0,Technology,1540774.13429,2020,6,2020-06
10107,MSFT,MICROSOFT CORP,2020-07-31,0.007371,205.00999,7691053.0,7567653.0,1.0,Technology,1551444.46585347,2020,7,2020-07
10107,MSFT,MICROSOFT CORP,2020-08-31,0.10258,225.53,6911585.0,7567653.0,1.0,Technology,1706732.78109,2020,8,2020-08
10107,MSFT,MICROSOFT CORP,2020-09-30,-0.067397,210.33,7676076.0,7564000.0,1.0,Technology,1590936.12,2020,9,2020-09
10107,MSFT,MICROSOFT CORP,2020-10-30,-0.03737,202.47,6307778.0,7560496.0,1.0,Technology,1530773.62512,2020,10,2020-10
10107,MSFT,MICROSOFT CORP,2020-11-30,0.060058,214.07001,5731253.0,7560496.0,1.0,Technology,1618475.45432496,2020,11,2020-11
10107,MSFT,MICROSOFT CORP,2020-12-31,0.039006,222.42,5953829.0,7546000.0,1.0,Technology,1678381.32,2020,12,2020-12
10107,MSFT,MICROSOFT CORP,2021-01-29,0.042892,231.96001,6485677.0,7542216.0,1.0,Technology,1749492.49878216,2021,1,2021-01
10107,MSFT,MICROSOFT CORP,2021-02-26,0.004225,232.38,4900140.0,7542216.0,1.0,Technology,1752660.15408,2021,2,2021-02
10107,MSFT,MICROSOFT CORP,2021-03-31,0.014588,235.77,7249215.0,7534000.0,1.0,Technology,1776291.18,2021,3,2021-03
10107,MSFT,MICROSOFT CORP,2021-04-30,0.069602,252.17999,5681359.0,7531575.0,1.0,Technology,1899312.5081842502,2021,4,2021-04
10107,MSFT,MICROSOFT CORP,2021-05-28,-0.007693,249.67999,4947689.0,7531575.0,1.0,Technology,1880483.5706842502,2021,5,2021-05
10107,MSFT,MICROSOFT CORP,2021-06-30,0.084989,270.89999,5080224.0,7519000.0,1.0,Technology,2036897.0248099999,2021,6,2021-06
10107,MSFT,MICROSOFT CORP,2021-07-30,0.051717,284.91,5220794.0,7514891.0,1.0,Technology,2141067.59481,2021,7,2021-07
10107,MSFT,MICROSOFT CORP,2021-08-31,0.061528,301.88,4415471.0,7514891.0,1.0,Technology,2268595.29508,2021,8,2021-08
10107,MSFT,MICROSOFT CORP,2021-09-30,-0.066119,281.92001,5023354.0,7507897.0,1.0,Technology,2116626.39731897,2021,9,2021-09
10107,MSFT,MICROSOFT CORP,2021-10-29,0.176291,331.62,5157513.0,7507980.0,1.0,Technology,2489796.3276,2021,10,2021-10
10107,MSFT,MICROSOFT CORP,2021-11-30,-0.001236,330.59,5091543.0,7507980.0,1.0,Technology,2482063.1081999997,2021,11,2021-11
